date_str,Value,date_date
11/01/2001,274.7,2001-11-01
12/01/2001,276.5,2001-12-01
01/01/2002,281.5,2002-01-01
02/01/2002,296.55,2002-02-01
03/01/2002,303.0,2002-03-01
04/01/2002,309.35,2002-04-01
05/01/2002,327.25,2002-05-01
06/01/2002,319.05,2002-06-01
07/01/2002,305.5,2002-07-01
08/01/2002,312.4,2002-08-01
09/01/2002,322.4,2002-09-01
10/01/2002,316.35,2002-10-01
11/01/2002,318.25,2002-11-01
12/01/2002,342.75,2002-12-01
01/01/2003,370.35,2003-01-01
02/01/2003,347.65,2003-02-01
03/01/2003,335.35,2003-03-01
04/01/2003,336.0,2003-04-01
05/01/2003,365.8,2003-05-01
06/01/2003,345.15,2003-06-01
07/01/2003,355.75,2003-07-01
08/01/2003,371.0,2003-08-01
09/01/2003,384.5,2003-09-01
10/01/2003,384.6,2003-10-01
11/01/2003,398.1,2003-11-01
12/01/2003,417.25,2003-12-01
01/01/2004,401.3,2004-01-01
02/01/2004,392.25,2004-02-01
03/01/2004,423.0,2004-03-01
04/01/2004,387.3,2004-04-01
05/01/2004,393.85,2004-05-01
06/01/2004,393.75,2004-06-01
07/01/2004,389.6,2004-07-01
08/01/2004,408.1,2004-08-01
09/01/2004,412.35,2004-09-01
10/01/2004,426.2,2004-10-01
11/01/2004,452.0,2004-11-01
12/01/2004,438.0,2004-12-01
01/01/2005,423.8,2005-01-01
02/01/2005,436.55,2005-02-01
03/01/2005,427.5,2005-03-01
04/01/2005,433.2,2005-04-01
05/01/2005,416.9,2005-05-01
06/01/2005,436.8,2005-06-01
07/01/2005,427.15,2005-07-01
08/01/2005,433.0,2005-08-01
09/01/2005,473.4,2005-09-01
10/01/2005,472.65,2005-10-01
11/01/2005,493.8,2005-11-01
12/01/2005,513.0,2005-12-01
01/01/2006,569.8,2006-01-01
02/01/2006,556.5,2006-02-01
03/01/2006,584.0,2006-03-01
04/01/2006,638.25,2006-04-01
05/01/2006,654.0,2006-05-01
06/01/2006,600.4,2006-06-01
07/01/2006,637.0,2006-07-01
08/01/2006,621.75,2006-08-01
09/01/2006,601.75,2006-09-01
10/01/2006,600.9,2006-10-01
11/01/2006,638.4,2006-11-01
12/01/2006,635.7,2006-12-01
01/01/2007,645.75,2007-01-01
02/01/2007,677.0,2007-02-01
03/01/2007,663.5,2007-03-01
04/01/2007,678.0,2007-04-01
05/01/2007,656.6,2007-05-01
06/01/2007,648.5,2007-06-01
07/01/2007,666.75,2007-07-01
08/01/2007,668.0,2007-08-01
09/01/2007,737.75,2007-09-01
10/01/2007,783.0,2007-10-01
11/01/2007,794.75,2007-11-01
12/01/2007,836.5,2007-12-01
01/01/2008,923.75,2008-01-01
02/01/2008,969.0,2008-02-01
03/01/2008,937.25,2008-03-01
04/01/2008,867.75,2008-04-01
05/01/2008,879.5,2008-05-01
06/01/2008,932.75,2008-06-01
07/01/2008,912.0,2008-07-01
08/01/2008,836.5,2008-08-01
09/01/2008,897.0,2008-09-01
10/01/2008,728.5,2008-10-01
11/01/2008,813.5,2008-11-01
12/01/2008,865.0,2008-12-01
01/01/2009,918.5,2009-01-01
02/01/2009,943.75,2009-02-01
03/01/2009,918.5,2009-03-01
04/01/2009,889.0,2009-04-01
05/01/2009,972.0,2009-05-01
06/01/2009,941.0,2009-06-01
07/01/2009,936.5,2009-07-01
08/01/2009,950.75,2009-08-01
09/01/2009,1001.25,2009-09-01
10/01/2009,1044.5,2009-10-01
11/01/2009,1172.0,2009-11-01
12/01/2009,1104.0,2009-12-01
01/01/2010,1082.75,2010-01-01
02/01/2010,1112.5,2010-02-01
03/01/2010,1109.5,2010-03-01
04/01/2010,1175.25,2010-04-01
05/01/2010,1214.0,2010-05-01
06/01/2010,1240.5,2010-06-01
07/01/2010,1168.0,2010-07-01
08/01/2010,1233.5,2010-08-01
09/01/2010,1311.0,2010-09-01
10/01/2010,1336.75,2010-10-01
11/01/2010,1375.0,2010-11-01
12/01/2010,1410.25,2010-12-01
01/01/2011,1333.5,2011-01-01
02/01/2011,1409.75,2011-02-01
03/01/2011,1431.0,2011-03-01
04/01/2011,1531.0,2011-04-01
05/01/2011,1537.0,2011-05-01
06/01/2011,1508.0,2011-06-01
07/01/2011,1613.75,2011-07-01
08/01/2011,1826.0,2011-08-01
09/01/2011,1629.0,2011-09-01
10/01/2011,1718.0,2011-10-01
11/01/2011,1704.0,2011-11-01
12/01/2011,1574.5,2011-12-01
01/01/2012,1738.0,2012-01-01
02/01/2012,1788.0,2012-02-01
03/01/2012,1660.75,2012-03-01
04/01/2012,1662.5,2012-04-01
05/01/2012,1567.5,2012-05-01
06/01/2012,1569.5,2012-06-01
07/01/2012,1622.75,2012-07-01
08/01/2012,1657.75,2012-08-01
09/01/2012,1781.0,2012-09-01
10/01/2012,1718.0,2012-10-01
11/01/2012,1728.25,2012-11-01
12/01/2012,1664.0,2012-12-01
01/01/2013,1674.5,2013-01-01
02/01/2013,1591.0,2013-02-01
03/01/2013,1602.5,2013-03-01
04/01/2013,1472.75,2013-04-01
05/01/2013,1410.25,2013-05-01
06/01/2013,1203.25,2013-06-01
07/01/2013,1331.5,2013-07-01
08/01/2013,1392.75,2013-08-01
09/01/2013,1335.75,2013-09-01
10/01/2013,1333.75,2013-10-01
11/01/2013,1245.25,2013-11-01
12/01/2013,1201.5,2013-12-01
01/01/2014,1246.5,2014-01-01
02/01/2014,1327.75,2014-02-01
03/01/2014,1294.0,2014-03-01
04/01/2014,1292.0,2014-04-01
05/01/2014,1254.0,2014-05-01
06/01/2014,1313.0,2014-06-01
07/01/2014,1295.0,2014-07-01
08/01/2014,1285.75,2014-08-01
09/01/2014,1210.0,2014-09-01
10/01/2014,1173.25,2014-10-01
11/01/2014,1184.5,2014-11-01
12/01/2014,1199.25,2014-12-01
01/01/2015,1263.5,2015-01-01
02/01/2015,1205.0,2015-02-01
03/01/2015,1179.25,2015-03-01
04/01/2015,1204.3,2015-04-01
05/01/2015,1189.8,2015-05-01
06/01/2015,1171.8,2015-06-01
07/01/2015,1095.1,2015-07-01
08/01/2015,1132.5,2015-08-01
09/01/2015,1115.2,2015-09-01
10/01/2015,1141.4,2015-10-01
11/01/2015,1065.3,2015-11-01
12/01/2015,1060.2,2015-12-01
01/01/2016,1116.4,2016-01-01
02/01/2016,1234.4,2016-02-01
03/01/2016,1235.6,2016-03-01
04/01/2016,1290.5,2016-04-01
05/01/2016,1217.5,2016-05-01
06/01/2016,1320.6,2016-06-01
07/01/2016,1357.5,2016-07-01
08/01/2016,1311.4,2016-08-01
09/01/2016,1317.1,2016-09-01
10/01/2016,1273.1,2016-10-01
11/01/2016,1173.9,2016-11-01
12/01/2016,1151.7,2016-12-01
01/01/2017,1211.4,2017-01-01
02/01/2017,1253.9,2017-02-01
03/01/2017,1251.2,2017-03-01
04/01/2017,1268.3,2017-04-01
05/01/2017,1275.4,2017-05-01
06/01/2017,1242.3,2017-06-01
07/01/2017,1273.4,2017-07-01
08/01/2017,1322.2,2017-08-01
09/01/2017,1284.8,2017-09-01
10/01/2017,1270.5,2017-10-01
11/01/2017,1282.15,2017-11-01
12/01/2017,1296.5,2017-12-01
01/01/2018,1343.35,2018-01-01
02/01/2018,1320.3,2018-02-01
03/01/2018,1323.9,2018-03-01
04/01/2018,1316.25,2018-04-01
05/01/2018,1303.5,2018-05-01
06/01/2018,1250.55,2018-06-01
07/01/2018,1219.2,2018-07-01
08/01/2018,1206.85,2018-08-01
09/01/2018,1183.5,2018-09-01
10/01/2018,1217.7,2018-10-01
11/01/2018,1220.45,2018-11-01
12/01/2018,1281.65,2018-12-01
01/01/2019,1322.5,2019-01-01
02/01/2019,1325.45,2019-02-01
03/01/2019,1291.15,2019-03-01
04/01/2019,1285.15,2019-04-01
05/01/2019,1296.0,2019-05-01
06/01/2019,1413.2,2019-06-01
07/01/2019,1430.55,2019-07-01
08/01/2019,1526.55,2019-08-01
09/01/2019,1487.6,2019-09-01
10/01/2019,1506.4,2019-10-01
11/01/2019,1456.35,2019-11-01
12/01/2019,1523.0,2019-12-01
01/01/2020,1580.85,2020-01-01
02/01/2020,1626.35,2020-02-01
03/01/2020,1604.65,2020-03-01
04/01/2020,1716.75,2020-04-01
05/01/2020,1725.65,2020-05-01
06/01/2020,1770.7,2020-06-01
07/01/2020,1971.68,2020-07-01
08/01/2020,1970.5,2020-08-01
09/01/2020,1893.9,2020-09-01
10/01/2020,1879.9,2020-10-01
11/01/2020,1779.86,2020-11-01
12/01/2020,1895.1,2020-12-01
01/01/2021,1849.7,2021-01-01
02/01/2021,1728.8,2021-02-01
03/01/2021,1715.24,2021-03-01
04/01/2021,1767.7,2021-04-01
05/01/2021,1904.74,2021-05-01
06/01/2021,1771.6,2021-06-01
07/01/2021,1814.12,2021-07-01
08/01/2021,1815.8,2021-08-01
09/01/2021,1756.66,2021-09-01
10/01/2021,1783.9,2021-10-01
11/01/2021,1775.92,2021-11-01
12/01/2021,1828.6,2021-12-01
01/01/2022,1796.12,2022-01-01
02/01/2022,1900.7,2022-02-01
03/01/2022,1953.04,2022-03-01
04/01/2022,1911.7,2022-04-01
05/01/2022,1847.26,2022-05-01
06/01/2022,1817.4548,2022-06-01
07/01/2022,1766.4309,2022-07-01
08/01/2022,1708.58,2022-08-01
09/01/2022,1660.8799,2022-09-01
10/01/2022,1632.38,2022-10-01
11/01/2022,1768.61,2022-11-01
12/01/2022,1824.3233,2022-12-01
01/01/2023,1928.1201,2023-01-01
02/01/2023,1826.7404,2023-02-01
03/01/2023,1969.5459,2023-03-01
04/01/2023,1990.6,2023-04-01
05/01/2023,1965.2,2023-05-01
06/01/2023,1919.5693,2023-06-01
07/01/2023,1964.3387,2023-07-01
08/01/2023,1939.8281,2023-08-01
09/01/2023,1848.4898,2023-09-01
10/01/2023,1984.0109,2023-10-01
11/01/2023,2044.8957,2023-11-01
12/01/2023,2062.9233,2023-12-01
01/01/2024,2039.1538,2024-01-01
02/01/2024,2044.1997,2024-02-01
03/01/2024,2231.5551,2024-03-01
04/01/2024,2285.9886,2024-04-01
05/01/2024,2327.2836,2024-05-01
06/01/2024,2326.7177,2024-06-01
07/01/2024,2409.6865,2024-07-01
08/01/2024,2503.3796,2024-08-01
09/01/2024,2664.4143,2024-09-01
10/01/2024,2746.7019,2024-10-01
11/01/2024,2651.247,2024-11-01
12/01/2024,2624.603,2024-12-01
01/01/2025,2798.1968,2025-01-01
02/01/2025,2876.208,2025-02-01
03/01/2025,3086.3435,2025-03-01
04/01/2025,3273.5046,2025-04-01
05/01/2025,3289.5548,2025-05-01
06/01/2025,3266.4101,2025-06-01
07/01/2025,3285.7772,2025-07-01
08/01/2025,3415.7672,2025-08-01
09/01/2025,3836.2342,2025-09-01
10/01/2025,4002.7699,2025-10-01
11/01/2025,4217.3637,2025-11-01
12/01/2025,4322.3617,2025-12-01
01/01/2026,4865.35,2026-01-01
02/01/2026,5277.89,2026-02-01
03/01/2026,4670.3486,2026-03-01
04/01/2026,4712.8906,2026-04-01
