date_str,Value,date_date
09/01/1979,16.25,1979-09-01
10/01/1979,16.6,1979-10-01
11/01/1979,19.0,1979-11-01
12/01/1979,32.2,1979-12-01
01/01/1980,35.28,1980-01-01
02/01/1980,35.52,1980-02-01
03/01/1980,13.49,1980-03-01
04/01/1980,13.83,1980-04-01
05/01/1980,13.7,1980-05-01
06/01/1980,16.75,1980-06-01
07/01/1980,15.78,1980-07-01
08/01/1980,16.06,1980-08-01
09/01/1980,20.5,1980-09-01
10/01/1980,18.88,1980-10-01
11/01/1980,18.42,1980-11-01
12/01/1980,15.5,1980-12-01
01/01/1981,13.15,1981-01-01
02/01/1981,12.53,1981-02-01
03/01/1981,12.33,1981-03-01
04/01/1981,11.07,1981-04-01
05/01/1981,10.59,1981-05-01
06/01/1981,8.3,1981-06-01
07/01/1981,8.51,1981-07-01
08/01/1981,9.15,1981-08-01
09/01/1981,8.95,1981-09-01
10/01/1981,9.12,1981-10-01
11/01/1981,8.27,1981-11-01
12/01/1981,8.15,1981-12-01
01/01/1982,8.28,1982-01-01
02/01/1982,7.84,1982-02-01
03/01/1982,7.06,1982-03-01
04/01/1982,7.06,1982-04-01
05/01/1982,6.36,1982-05-01
06/01/1982,5.73,1982-06-01
07/01/1982,6.64,1982-07-01
08/01/1982,7.73,1982-08-01
09/01/1982,8.19,1982-09-01
10/01/1982,9.87,1982-10-01
11/01/1982,9.54,1982-11-01
12/01/1982,10.87,1982-12-01
01/01/1983,13.82,1983-01-01
02/01/1983,11.7,1983-02-01
03/01/1983,10.5,1983-03-01
04/01/1983,11.96,1983-04-01
05/01/1983,13.55,1983-05-01
06/01/1983,11.6,1983-06-01
07/01/1983,12.15,1983-07-01
08/01/1983,11.99,1983-08-01
09/01/1983,11.24,1983-09-01
10/01/1983,8.74,1983-10-01
11/01/1983,9.81,1983-11-01
12/01/1983,8.91,1983-12-01
01/01/1984,8.43,1984-01-01
02/01/1984,9.64,1984-02-01
03/01/1984,9.65,1984-03-01
04/01/1984,8.96,1984-04-01
05/01/1984,9.12,1984-05-01
06/01/1984,8.39,1984-06-01
07/01/1984,7.11,1984-07-01
08/01/1984,7.45,1984-08-01
09/01/1984,7.44,1984-09-01
10/01/1984,7.2,1984-10-01
11/01/1984,7.05,1984-11-01
12/01/1984,6.29,1984-12-01
01/01/1985,6.33,1985-01-01
02/01/1985,5.72,1985-02-01
03/01/1985,6.66,1985-03-01
04/01/1985,6.32,1985-04-01
05/01/1985,6.09,1985-05-01
06/01/1985,6.11,1985-06-01
07/01/1985,6.34,1985-07-01
08/01/1985,6.25,1985-08-01
09/01/1985,6.05,1985-09-01
10/01/1985,6.15,1985-10-01
11/01/1985,6.15,1985-11-01
12/01/1985,5.8,1985-12-01
01/01/1986,6.1,1986-01-01
02/01/1986,5.67,1986-02-01
03/01/1986,5.62,1986-03-01
04/01/1986,5.11,1986-04-01
05/01/1986,5.21,1986-05-01
06/01/1986,5.05,1986-06-01
07/01/1986,5.05,1986-07-01
08/01/1986,5.17,1986-08-01
09/01/1986,5.52,1986-09-01
10/01/1986,5.61,1986-10-01
11/01/1986,5.38,1986-11-01
12/01/1986,5.28,1986-12-01
01/01/1987,5.55,1987-01-01
02/01/1987,5.47,1987-02-01
03/01/1987,6.31,1987-03-01
04/01/1987,8.13,1987-04-01
05/01/1987,7.69,1987-05-01
06/01/1987,7.14,1987-06-01
07/01/1987,8.32,1987-07-01
08/01/1987,7.55,1987-08-01
09/01/1987,7.64,1987-09-01
10/01/1987,6.88,1987-10-01
11/01/1987,7.25,1987-11-01
12/01/1987,6.7,1987-12-01
01/01/1988,6.55,1988-01-01
02/01/1988,6.14,1988-02-01
03/01/1988,6.75,1988-03-01
04/01/1988,6.46,1988-04-01
05/01/1988,6.6,1988-05-01
06/01/1988,6.65,1988-06-01
07/01/1988,6.8,1988-07-01
08/01/1988,6.46,1988-08-01
09/01/1988,6.17,1988-09-01
10/01/1988,6.31,1988-10-01
11/01/1988,6.07,1988-11-01
12/01/1988,6.05,1988-12-01
01/01/1989,5.85,1989-01-01
02/01/1989,5.86,1989-02-01
03/01/1989,5.77,1989-03-01
04/01/1989,5.64,1989-04-01
05/01/1989,5.22,1989-05-01
06/01/1989,5.17,1989-06-01
07/01/1989,5.15,1989-07-01
08/01/1989,5.07,1989-08-01
09/01/1989,5.28,1989-09-01
10/01/1989,5.23,1989-10-01
11/01/1989,5.57,1989-11-01
12/01/1989,5.22,1989-12-01
01/01/1990,5.21,1990-01-01
02/01/1990,5.12,1990-02-01
03/01/1990,4.97,1990-03-01
04/01/1990,4.94,1990-04-01
05/01/1990,5.07,1990-05-01
06/01/1990,4.84,1990-06-01
07/01/1990,4.86,1990-07-01
08/01/1990,4.83,1990-08-01
09/01/1990,4.8,1990-09-01
10/01/1990,4.22,1990-10-01
11/01/1990,4.09,1990-11-01
12/01/1990,4.19,1990-12-01
01/01/1991,3.83,1991-01-01
02/01/1991,3.68,1991-02-01
03/01/1991,3.84,1991-03-01
04/01/1991,3.93,1991-04-01
05/01/1991,4.13,1991-05-01
06/01/1991,4.45,1991-06-01
07/01/1991,4.07,1991-07-01
08/01/1991,3.82,1991-08-01
09/01/1991,4.14,1991-09-01
10/01/1991,4.09,1991-10-01
11/01/1991,4.07,1991-11-01
12/01/1991,3.86,1991-12-01
01/01/1992,4.13,1992-01-01
02/01/1992,4.12,1992-02-01
03/01/1992,4.12,1992-03-01
04/01/1992,3.98,1992-04-01
05/01/1992,4.06,1992-05-01
06/01/1992,4.03,1992-06-01
07/01/1992,3.95,1992-07-01
08/01/1992,3.72,1992-08-01
09/01/1992,3.77,1992-09-01
10/01/1992,3.76,1992-10-01
11/01/1992,3.73,1992-11-01
12/01/1992,3.67,1992-12-01
01/01/1993,3.71,1993-01-01
02/01/1993,3.57,1993-02-01
03/01/1993,3.89,1993-03-01
04/01/1993,4.3,1993-04-01
05/01/1993,4.71,1993-05-01
06/01/1993,4.58,1993-06-01
07/01/1993,5.3,1993-07-01
08/01/1993,4.84,1993-08-01
09/01/1993,4.03,1993-09-01
10/01/1993,4.4,1993-10-01
11/01/1993,4.47,1993-11-01
12/01/1993,5.12,1993-12-01
01/01/1994,5.06,1994-01-01
02/01/1994,5.24,1994-02-01
03/01/1994,5.74,1994-03-01
04/01/1994,5.28,1994-04-01
05/01/1994,5.5,1994-05-01
06/01/1994,5.25,1994-06-01
07/01/1994,5.29,1994-07-01
08/01/1994,5.36,1994-08-01
09/01/1994,5.62,1994-09-01
10/01/1994,5.35,1994-10-01
11/01/1994,5.08,1994-11-01
12/01/1994,4.85,1994-12-01
01/01/1995,4.7,1995-01-01
02/01/1995,4.49,1995-02-01
03/01/1995,5.16,1995-03-01
04/01/1995,5.83,1995-04-01
05/01/1995,5.3,1995-05-01
06/01/1995,5.33,1995-06-01
07/01/1995,5.1,1995-07-01
08/01/1995,5.32,1995-08-01
09/01/1995,5.53,1995-09-01
10/01/1995,5.36,1995-10-01
11/01/1995,5.18,1995-11-01
12/01/1995,5.14,1995-12-01
01/01/1996,5.52,1996-01-01
02/01/1996,5.52,1996-02-01
03/01/1996,5.52,1996-03-01
04/01/1996,5.28,1996-04-01
05/01/1996,5.34,1996-05-01
06/01/1996,5.03,1996-06-01
07/01/1996,5.11,1996-07-01
08/01/1996,5.2,1996-08-01
09/01/1996,4.88,1996-09-01
10/01/1996,4.83,1996-10-01
11/01/1996,4.74,1996-11-01
12/01/1996,4.8,1996-12-01
01/01/1997,4.96,1997-01-01
02/01/1997,5.25,1997-02-01
03/01/1997,5.13,1997-03-01
04/01/1997,4.66,1997-04-01
05/01/1997,4.86,1997-05-01
06/01/1997,4.72,1997-06-01
07/01/1997,4.38,1997-07-01
08/01/1997,4.73,1997-08-01
09/01/1997,5.17,1997-09-01
10/01/1997,4.82,1997-10-01
11/01/1997,5.3,1997-11-01
12/01/1997,6.0,1997-12-01
01/01/1998,6.05,1998-01-01
02/01/1998,6.37,1998-02-01
03/01/1998,6.35,1998-03-01
04/01/1998,6.22,1998-04-01
05/01/1998,4.96,1998-05-01
06/01/1998,5.36,1998-06-01
07/01/1998,5.53,1998-07-01
08/01/1998,4.79,1998-08-01
09/01/1998,5.39,1998-09-01
10/01/1998,5.06,1998-10-01
11/01/1998,4.93,1998-11-01
12/01/1998,5.01,1998-12-01
01/01/1999,5.24,1999-01-01
02/01/1999,5.58,1999-02-01
03/01/1999,5.03,1999-03-01
04/01/1999,5.44,1999-04-01
05/01/1999,4.94,1999-05-01
06/01/1999,5.22,1999-06-01
07/01/1999,5.45,1999-07-01
08/01/1999,5.08,1999-08-01
09/01/1999,5.58,1999-09-01
10/01/1999,5.29,1999-10-01
11/01/1999,5.18,1999-11-01
12/01/1999,5.33,1999-12-01
01/01/2000,5.26,2000-01-01
02/01/2000,5.1,2000-02-01
03/01/2000,4.94,2000-03-01
04/01/2000,4.94,2000-04-01
05/01/2000,4.9,2000-05-01
06/01/2000,5.02,2000-06-01
07/01/2000,4.95,2000-07-01
08/01/2000,4.91,2000-08-01
09/01/2000,4.89,2000-09-01
10/01/2000,4.74,2000-10-01
11/01/2000,4.63,2000-11-01
12/01/2000,4.58,2000-12-01
01/01/2001,4.79,2001-01-01
02/01/2001,4.43,2001-02-01
03/01/2001,4.33,2001-03-01
04/01/2001,4.37,2001-04-01
05/01/2001,4.43,2001-05-01
06/01/2001,4.34,2001-06-01
07/01/2001,4.22,2001-07-01
08/01/2001,4.2,2001-08-01
09/01/2001,4.59,2001-09-01
10/01/2001,4.28,2001-10-01
11/01/2001,4.14,2001-11-01
12/01/2001,4.52,2001-12-01
01/01/2002,4.28,2002-01-01
02/01/2002,4.44,2002-02-01
03/01/2002,4.68,2002-03-01
04/01/2002,4.6,2002-04-01
05/01/2002,5.05,2002-05-01
06/01/2002,4.87,2002-06-01
07/01/2002,4.66,2002-07-01
08/01/2002,4.57,2002-08-01
09/01/2002,4.53,2002-09-01
10/01/2002,4.48,2002-10-01
11/01/2002,4.43,2002-11-01
12/01/2002,4.67,2002-12-01
01/01/2003,4.87,2003-01-01
02/01/2003,4.6,2003-02-01
03/01/2003,4.46,2003-03-01
04/01/2003,4.61,2003-04-01
05/01/2003,4.56,2003-05-01
06/01/2003,4.51,2003-06-01
07/01/2003,5.08,2003-07-01
08/01/2003,5.11,2003-08-01
09/01/2003,5.12,2003-09-01
10/01/2003,5.14,2003-10-01
11/01/2003,5.35,2003-11-01
12/01/2003,5.97,2003-12-01
01/01/2004,6.23,2004-01-01
02/01/2004,6.58,2004-02-01
03/01/2004,7.83,2004-03-01
04/01/2004,5.95,2004-04-01
05/01/2004,6.17,2004-05-01
06/01/2004,5.91,2004-06-01
07/01/2004,6.42,2004-07-01
08/01/2004,6.74,2004-08-01
09/01/2004,6.67,2004-09-01
10/01/2004,7.16,2004-10-01
11/01/2004,7.76,2004-11-01
12/01/2004,6.82,2004-12-01
01/01/2005,6.72,2005-01-01
02/01/2005,7.35,2005-02-01
03/01/2005,7.19,2005-03-01
04/01/2005,6.98,2005-04-01
05/01/2005,7.13,2005-05-01
06/01/2005,7.1,2005-06-01
07/01/2005,7.15,2005-07-01
08/01/2005,6.74,2005-08-01
09/01/2005,7.53,2005-09-01
10/01/2005,7.77,2005-10-01
11/01/2005,8.21,2005-11-01
12/01/2005,8.83,2005-12-01
01/01/2006,9.91,2006-01-01
02/01/2006,9.7,2006-02-01
03/01/2006,11.76,2006-03-01
04/01/2006,12.56,2006-04-01
05/01/2006,13.13,2006-05-01
06/01/2006,10.7,2006-06-01
07/01/2006,11.44,2006-07-01
08/01/2006,12.6,2006-08-01
09/01/2006,11.55,2006-09-01
10/01/2006,12.08,2006-10-01
11/01/2006,13.68,2006-11-01
12/01/2006,12.9,2006-12-01
01/01/2007,13.36,2007-01-01
02/01/2007,14.31,2007-02-01
03/01/2007,13.35,2007-03-01
04/01/2007,13.5,2007-04-01
05/01/2007,13.25,2007-05-01
06/01/2007,12.54,2007-06-01
07/01/2007,12.93,2007-07-01
08/01/2007,11.95,2007-08-01
09/01/2007,13.65,2007-09-01
10/01/2007,14.32,2007-10-01
11/01/2007,14.23,2007-11-01
12/01/2007,14.76,2007-12-01
01/01/2008,16.74,2008-01-01
02/01/2008,19.62,2008-02-01
03/01/2008,17.99,2008-03-01
04/01/2008,16.47,2008-04-01
05/01/2008,16.85,2008-05-01
06/01/2008,17.65,2008-06-01
07/01/2008,17.48,2008-07-01
08/01/2008,13.76,2008-08-01
09/01/2008,12.96,2008-09-01
10/01/2008,9.28,2008-10-01
11/01/2008,10.12,2008-11-01
12/01/2008,10.79,2008-12-01
01/01/2009,12.51,2009-01-01
02/01/2009,13.21,2009-02-01
03/01/2009,13.11,2009-03-01
04/01/2009,12.63,2009-04-01
05/01/2009,15.52,2009-05-01
06/01/2009,13.94,2009-06-01
07/01/2009,13.63,2009-07-01
08/01/2009,14.54,2009-08-01
09/01/2009,16.45,2009-09-01
10/01/2009,16.57,2009-10-01
11/01/2009,18.14,2009-11-01
12/01/2009,16.99,2009-12-01
01/01/2010,16.29,2010-01-01
02/01/2010,16.12,2010-02-01
03/01/2010,17.5,2010-03-01
04/01/2010,18.62,2010-04-01
05/01/2010,18.53,2010-05-01
06/01/2010,18.74,2010-06-01
07/01/2010,17.66,2010-07-01
08/01/2010,18.87,2010-08-01
09/01/2010,22.07,2010-09-01
10/01/2010,23.96,2010-10-01
11/01/2010,27.13,2010-11-01
12/01/2010,30.63,2010-12-01
01/01/2011,27.75,2011-01-01
02/01/2011,33.49,2011-02-01
03/01/2011,37.87,2011-03-01
04/01/2011,48.7,2011-04-01
05/01/2011,38.65,2011-05-01
06/01/2011,35.02,2011-06-01
07/01/2011,39.63,2011-07-01
08/01/2011,41.35,2011-08-01
09/01/2011,30.45,2011-09-01
10/01/2011,34.24,2011-10-01
11/01/2011,31.35,2011-11-01
12/01/2011,28.18,2011-12-01
01/01/2012,33.6,2012-01-01
02/01/2012,37.23,2012-02-01
03/01/2012,32.43,2012-03-01
04/01/2012,31.2,2012-04-01
05/01/2012,28.1,2012-05-01
06/01/2012,27.08,2012-06-01
07/01/2012,28.2,2012-07-01
08/01/2012,30.52,2012-08-01
09/01/2012,34.65,2012-09-01
10/01/2012,32.28,2012-10-01
11/01/2012,34.28,2012-11-01
12/01/2012,29.95,2012-12-01
01/01/2013,32.03,2013-01-01
02/01/2013,28.95,2013-02-01
03/01/2013,28.64,2013-03-01
04/01/2013,24.42,2013-04-01
05/01/2013,22.57,2013-05-01
06/01/2013,18.86,2013-06-01
07/01/2013,19.94,2013-07-01
08/01/2013,23.64,2013-08-01
09/01/2013,21.68,2013-09-01
10/01/2013,22.2,2013-10-01
11/01/2013,19.93,2013-11-01
12/01/2013,19.5,2013-12-01
01/01/2014,19.31,2014-01-01
02/01/2014,21.27,2014-02-01
03/01/2014,19.97,2014-03-01
04/01/2014,19.28,2014-04-01
05/01/2014,19.0,2014-05-01
06/01/2014,20.87,2014-06-01
07/01/2014,20.69,2014-07-01
08/01/2014,19.47,2014-08-01
09/01/2014,17.11,2014-09-01
10/01/2014,16.2,2014-10-01
11/01/2014,15.97,2014-11-01
12/01/2014,15.97,2014-12-01
01/01/2015,16.92,2015-01-01
02/01/2015,16.53,2015-02-01
03/01/2015,16.6,2015-03-01
04/01/2015,16.52,2015-04-01
05/01/2015,16.7,2015-05-01
06/01/2015,15.58,2015-06-01
07/01/2015,14.75,2015-07-01
08/01/2015,14.59,2015-08-01
09/01/2015,14.52,2015-09-01
10/01/2015,15.57,2015-10-01
11/01/2015,14.09,2015-11-01
12/01/2015,13.8,2015-12-01
01/01/2016,14.24,2016-01-01
02/01/2016,14.92,2016-02-01
03/01/2016,15.46,2016-03-01
04/01/2016,17.82,2016-04-01
05/01/2016,15.994,2016-05-01
06/01/2016,18.623,2016-06-01
07/01/2016,20.347,2016-07-01
08/01/2016,18.707,2016-08-01
09/01/2016,19.214,2016-09-01
10/01/2016,17.796,2016-10-01
11/01/2016,16.482,2016-11-01
12/01/2016,15.989,2016-12-01
01/01/2017,17.543,2017-01-01
02/01/2017,18.469,2017-02-01
03/01/2017,18.256,2017-03-01
04/01/2017,17.262,2017-04-01
05/01/2017,17.406,2017-05-01
06/01/2017,16.627,2017-06-01
07/01/2017,16.786,2017-07-01
08/01/2017,17.575,2017-08-01
09/01/2017,16.676,2017-09-01
10/01/2017,16.693,2017-10-01
11/01/2017,16.4052,2017-11-01
12/01/2017,17.128,2017-12-01
01/01/2018,17.241,2018-01-01
02/01/2018,16.3904,2018-02-01
03/01/2018,16.268,2018-03-01
04/01/2018,16.3832,2018-04-01
05/01/2018,16.458,2018-05-01
06/01/2018,16.1792,2018-06-01
07/01/2018,15.559,2018-07-01
08/01/2018,14.5332,2018-08-01
09/01/2018,14.712,2018-09-01
10/01/2018,14.282,2018-10-01
11/01/2018,14.1268,2018-11-01
12/01/2018,15.5186,2018-12-01
01/01/2019,16.072,2019-01-01
02/01/2019,15.6148,2019-02-01
03/01/2019,15.11,2019-03-01
04/01/2019,14.9672,2019-04-01
05/01/2019,14.567,2019-05-01
06/01/2019,15.3234,2019-06-01
07/01/2019,16.405,2019-07-01
08/01/2019,18.3106,2019-08-01
09/01/2019,16.998,2019-09-01
10/01/2019,18.067,2019-10-01
11/01/2019,17.0042,2019-11-01
12/01/2019,17.9024,2019-12-01
01/01/2020,18.012,2020-01-01
02/01/2020,16.443,2020-02-01
03/01/2020,14.156,2020-03-01
04/01/2020,14.958,2020-04-01
05/01/2020,18.499,2020-05-01
06/01/2020,18.6178,2020-06-01
07/01/2020,24.216,2020-07-01
08/01/2020,28.5626,2020-08-01
09/01/2020,23.494,2020-09-01
10/01/2020,23.646,2020-10-01
11/01/2020,22.5532,2020-11-01
12/01/2020,26.396,2020-12-01
01/01/2021,26.914,2021-01-01
02/01/2021,26.4324,2021-02-01
03/01/2021,24.532,2021-03-01
04/01/2021,25.869,2021-04-01
05/01/2021,28.014,2021-05-01
06/01/2021,26.1882,2021-06-01
07/01/2021,25.547,2021-07-01
08/01/2021,23.9968,2021-08-01
09/01/2021,22.047,2021-09-01
10/01/2021,23.949,2021-10-01
11/01/2021,22.781,2021-11-01
12/01/2021,23.3472,2021-12-01
01/01/2022,22.393,2022-01-01
02/01/2022,24.365,2022-02-01
03/01/2022,25.133,2022-03-01
04/01/2022,23.076,2022-04-01
05/01/2022,21.688,2022-05-01
06/01/2022,20.734,2022-06-01
07/01/2022,20.3604,2022-07-01
08/01/2022,17.9156,2022-08-01
09/01/2022,19.0341,2022-09-01
10/01/2022,19.1625,2022-10-01
11/01/2022,22.2355,2022-11-01
12/01/2022,23.9641,2022-12-01
01/01/2023,23.6774,2023-01-01
02/01/2023,20.8946,2023-02-01
03/01/2023,24.0924,2023-03-01
04/01/2023,25.0503,2023-04-01
05/01/2023,23.548,2023-05-01
06/01/2023,22.7603,2023-06-01
07/01/2023,24.7305,2023-07-01
08/01/2023,24.4216,2023-08-01
09/01/2023,22.1847,2023-09-01
10/01/2023,22.8467,2023-10-01
11/01/2023,24.9569,2023-11-01
12/01/2023,23.7927,2023-12-01
01/01/2024,22.9401,2024-01-01
02/01/2024,22.6725,2024-02-01
03/01/2024,24.9661,2024-03-01
04/01/2024,26.2896,2024-04-01
05/01/2024,30.4055,2024-05-01
06/01/2024,29.1402,2024-06-01
07/01/2024,28.3472,2024-07-01
08/01/2024,28.8613,2024-08-01
09/01/2024,31.77,2024-09-01
10/01/2024,32.6625,2024-10-01
11/01/2024,30.607,2024-11-01
12/01/2024,28.8744,2024-12-01
01/01/2025,31.3118,2025-01-01
02/01/2025,31.2277,2025-02-01
03/01/2025,34.1992,2025-03-01
04/01/2025,32.6308,2025-04-01
05/01/2025,32.9896,2025-05-01
06/01/2025,35.7821,2025-06-01
07/01/2025,37.1164,2025-07-01
08/01/2025,39.015,2025-08-01
09/01/2025,46.861,2025-09-01
10/01/2025,48.6932,2025-10-01
11/01/2025,56.5422,2025-11-01
12/01/2025,71.649,2025-12-01
01/01/2026,113.9528,2026-01-01
02/01/2026,93.66,2026-02-01
03/01/2026,88.36,2026-03-01
04/01/2026,88.36,2026-04-01
