Date,Value,Month,Year
1987-08-01,455.9,8,1987
1987-09-01,459.15,9,1987
1987-10-01,468.0,10,1987
1987-11-01,493.9,11,1987
1987-12-01,486.5,12,1987
1988-01-01,465.25,1,1988
1988-02-01,423.75,2,1988
1988-03-01,458.0,3,1988
1988-04-01,449.75,4,1988
1988-05-01,454.0,5,1988
1988-06-01,436.85,6,1988
1988-07-01,432.7,7,1988
1988-08-01,426.35,8,1988
1988-09-01,396.15,9,1988
1988-10-01,412.3,10,1988
1988-11-01,421.3,11,1988
1988-12-01,410.15,12,1988
1989-01-01,394.85,1,1989
1989-02-01,386.75,2,1989
1989-03-01,382.3,3,1989
1989-04-01,381.3,4,1989
1989-05-01,363.5,5,1989
1989-06-01,371.15,6,1989
1989-07-01,369.1,7,1989
1989-08-01,359.6,8,1989
1989-09-01,369.0,9,1989
1989-10-01,376.05,10,1989
1989-11-01,406.8,11,1989
1989-12-01,401.0,12,1989
1990-01-01,417.55,1,1990
1990-02-01,409.1,2,1990
1990-03-01,372.2,3,1990
1990-04-01,371.55,4,1990
1990-05-01,363.7,5,1990
1990-06-01,352.4,6,1990
1990-07-01,371.1,7,1990
1990-08-01,388.1,8,1990
1990-09-01,406.1,9,1990
1990-10-01,379.25,10,1990
1990-11-01,384.8,11,1990
1990-12-01,391.0,12,1990
1991-01-01,369.6,1,1991
1991-02-01,363.0,2,1991
1991-03-01,354.0,3,1991
1991-04-01,353.45,4,1991
1991-05-01,361.55,5,1991
1991-06-01,366.9,6,1991
1991-07-01,363.6,7,1991
1991-08-01,347.0,8,1991
1991-09-01,350.5,9,1991
1991-10-01,357.4,10,1991
1991-11-01,366.85,11,1991
1991-12-01,353.4,12,1991
1992-01-01,354.15,1,1992
1992-02-01,353.05,2,1992
1992-03-01,341.5,3,1992
1992-04-01,336.25,4,1992
1992-05-01,337.55,5,1992
1992-06-01,343.4,6,1992
1992-07-01,357.95,7,1992
1992-08-01,340.5,8,1992
1992-09-01,349.0,9,1992
1992-10-01,338.8,10,1992
1992-11-01,333.7,11,1992
1992-12-01,332.9,12,1992
1993-01-01,330.75,1,1993
1993-02-01,328.75,2,1993
1993-03-01,336.9,3,1993
1993-04-01,353.45,4,1993
1993-05-01,381.0,5,1993
1993-06-01,379.0,6,1993
1993-07-01,403.7,7,1993
1993-08-01,370.6,8,1993
1993-09-01,352.65,9,1993
1993-10-01,369.1,10,1993
1993-11-01,370.8,11,1993
1993-12-01,390.65,12,1993
1994-01-01,378.2,1,1994
1994-02-01,380.75,2,1994
1994-03-01,389.7,3,1994
1994-04-01,376.45,4,1994
1994-05-01,386.25,5,1994
1994-06-01,385.4,6,1994
1994-07-01,384.05,7,1994
1994-08-01,386.25,8,1994
1994-09-01,395.35,9,1994
1994-10-01,387.4,10,1994
1994-11-01,383.35,11,1994
1994-12-01,382.5,12,1994
1995-01-01,375.85,1,1995
1995-02-01,375.7,2,1995
1995-03-01,386.55,3,1995
1995-04-01,389.5,4,1995
1995-05-01,384.25,5,1995
1995-06-01,387.6,6,1995
1995-07-01,383.35,7,1995
1995-08-01,381.65,8,1995
1995-09-01,383.75,9,1995
1995-10-01,382.4,10,1995
1995-11-01,387.85,11,1995
1995-12-01,386.7,12,1995
1996-01-01,403.2,1,1996
1996-02-01,400.35,2,1996
1996-03-01,396.7,3,1996
1996-04-01,390.15,4,1996
1996-05-01,390.55,5,1996
1996-06-01,381.3,6,1996
1996-07-01,385.5,7,1996
1996-08-01,387.25,8,1996
1996-09-01,379.3,9,1996
1996-10-01,379.3,10,1996
1996-11-01,371.9,11,1996
1996-12-01,369.55,12,1996
1997-01-01,345.0,1,1997
1997-02-01,360.6,2,1997
1997-03-01,349.5,3,1997
1997-04-01,340.45,4,1997
1997-05-01,345.75,5,1997
1997-06-01,334.05,6,1997
1997-07-01,326.0,7,1997
1997-08-01,325.4,8,1997
1997-09-01,328.75,9,1997
1997-10-01,310.4,10,1997
1997-11-01,296.9,11,1997
1997-12-01,289.2,12,1997
1998-01-01,301.8,1,1998
1998-02-01,296.55,2,1998
1998-03-01,299.9,3,1998
1998-04-01,310.7,4,1998
1998-05-01,292.4,5,1998
1998-06-01,295.75,6,1998
1998-07-01,289.4,7,1998
1998-08-01,273.4,8,1998
1998-09-01,294.1,9,1998
1998-10-01,293.1,10,1998
1998-11-01,295.75,11,1998
1998-12-01,287.45,12,1998
1999-01-01,285.65,1,1999
1999-02-01,286.8,2,1999
1999-03-01,279.8,3,1999
1999-04-01,285.85,4,1999
1999-05-01,271.05,5,1999
1999-06-01,261.2,6,1999
1999-07-01,256.75,7,1999
1999-08-01,254.6,8,1999
1999-09-01,303.75,9,1999
1999-10-01,298.85,10,1999
1999-11-01,292.0,11,1999
1999-12-01,290.85,12,1999
2000-01-01,283.05,1,2000
2000-02-01,294.0,2,2000
2000-03-01,275.9,3,2000
2000-04-01,275.85,4,2000
2000-05-01,272.25,5,2000
2000-06-01,289.15,6,2000
2000-07-01,277.4,7,2000
2000-08-01,274.95,8,2000
2000-09-01,274.1,9,2000
2000-10-01,263.8,10,2000
2000-11-01,267.0,11,2000
2000-12-01,272.65,12,2000
2001-01-01,266.2,1,2001
2001-02-01,265.0,2,2001
2001-03-01,259.05,3,2001
2001-04-01,263.45,4,2001
2001-05-01,266.1,5,2001
2001-06-01,269.9,6,2001
2001-07-01,265.55,7,2001
2001-08-01,275.35,8,2001
2001-09-01,290.85,9,2001
2001-10-01,280.95,10,2001
2001-11-01,274.7,11,2001
2001-12-01,276.5,12,2001
2002-01-01,281.5,1,2002
2002-02-01,296.55,2,2002
2002-03-01,303.0,3,2002
2002-04-01,309.35,4,2002
2002-05-01,327.25,5,2002
2002-06-01,319.05,6,2002
2002-07-01,305.5,7,2002
2002-08-01,312.4,8,2002
2002-09-01,322.4,9,2002
2002-10-01,316.35,10,2002
2002-11-01,318.25,11,2002
2002-12-01,342.75,12,2002
2003-01-01,370.35,1,2003
2003-02-01,347.65,2,2003
2003-03-01,335.35,3,2003
2003-04-01,336.0,4,2003
2003-05-01,365.8,5,2003
2003-06-01,345.15,6,2003
2003-07-01,355.75,7,2003
2003-08-01,371.0,8,2003
2003-09-01,384.5,9,2003
2003-10-01,384.6,10,2003
2003-11-01,398.1,11,2003
2003-12-01,417.25,12,2003
2004-01-01,401.3,1,2004
2004-02-01,392.25,2,2004
2004-03-01,423.0,3,2004
2004-04-01,387.3,4,2004
2004-05-01,393.85,5,2004
2004-06-01,393.75,6,2004
2004-07-01,389.6,7,2004
2004-08-01,408.1,8,2004
2004-09-01,412.35,9,2004
2004-10-01,426.2,10,2004
2004-11-01,452.0,11,2004
2004-12-01,438.0,12,2004
2005-01-01,423.8,1,2005
2005-02-01,436.55,2,2005
2005-03-01,427.5,3,2005
2005-04-01,433.2,4,2005
2005-05-01,416.9,5,2005
2005-06-01,436.8,6,2005
2005-07-01,427.15,7,2005
2005-08-01,433.0,8,2005
2005-09-01,473.4,9,2005
2005-10-01,472.65,10,2005
2005-11-01,493.8,11,2005
2005-12-01,513.0,12,2005
2006-01-01,569.8,1,2006
2006-02-01,556.5,2,2006
2006-03-01,584.0,3,2006
2006-04-01,638.25,4,2006
2006-05-01,654.0,5,2006
2006-06-01,600.4,6,2006
2006-07-01,637.0,7,2006
2006-08-01,621.75,8,2006
2006-09-01,601.75,9,2006
2006-10-01,600.9,10,2006
2006-11-01,638.4,11,2006
2006-12-01,635.7,12,2006
2007-01-01,645.75,1,2007
2007-02-01,677.0,2,2007
2007-03-01,663.5,3,2007
2007-04-01,678.0,4,2007
2007-05-01,656.6,5,2007
2007-06-01,648.5,6,2007
2007-07-01,666.75,7,2007
2007-08-01,668.0,8,2007
2007-09-01,737.75,9,2007
2007-10-01,783.0,10,2007
2007-11-01,794.75,11,2007
2007-12-01,836.5,12,2007
2008-01-01,923.75,1,2008
2008-02-01,969.0,2,2008
2008-03-01,937.25,3,2008
2008-04-01,867.75,4,2008
2008-05-01,879.5,5,2008
2008-06-01,932.75,6,2008
2008-07-01,912.0,7,2008
2008-08-01,836.5,8,2008
2008-09-01,897.0,9,2008
2008-10-01,728.5,10,2008
2008-11-01,813.5,11,2008
2008-12-01,865.0,12,2008
2009-01-01,918.5,1,2009
2009-02-01,943.75,2,2009
2009-03-01,918.5,3,2009
2009-04-01,889.0,4,2009
2009-05-01,972.0,5,2009
2009-06-01,941.0,6,2009
2009-07-01,936.5,7,2009
2009-08-01,950.75,8,2009
2009-09-01,1001.25,9,2009
2009-10-01,1044.5,10,2009
2009-11-01,1172.0,11,2009
2009-12-01,1104.0,12,2009
2010-01-01,1082.75,1,2010
2010-02-01,1112.5,2,2010
2010-03-01,1109.5,3,2010
2010-04-01,1175.25,4,2010
2010-05-01,1214.0,5,2010
2010-06-01,1240.5,6,2010
2010-07-01,1168.0,7,2010
2010-08-01,1233.5,8,2010
2010-09-01,1311.0,9,2010
2010-10-01,1336.75,10,2010
2010-11-01,1375.0,11,2010
2010-12-01,1410.25,12,2010
2011-01-01,1333.5,1,2011
2011-02-01,1409.75,2,2011
2011-03-01,1431.0,3,2011
2011-04-01,1531.0,4,2011
2011-05-01,1537.0,5,2011
2011-06-01,1508.0,6,2011
2011-07-01,1613.75,7,2011
2011-08-01,1826.0,8,2011
2011-09-01,1629.0,9,2011
2011-10-01,1718.0,10,2011
2011-11-01,1704.0,11,2011
2011-12-01,1574.5,12,2011
2012-01-01,1738.0,1,2012
2012-02-01,1788.0,2,2012
2012-03-01,1660.75,3,2012
2012-04-01,1662.5,4,2012
2012-05-01,1567.5,5,2012
2012-06-01,1569.5,6,2012
2012-07-01,1622.75,7,2012
2012-08-01,1657.75,8,2012
2012-09-01,1781.0,9,2012
2012-10-01,1718.0,10,2012
2012-11-01,1728.25,11,2012
2012-12-01,1664.0,12,2012
2013-01-01,1674.5,1,2013
2013-02-01,1591.0,2,2013
2013-03-01,1602.5,3,2013
2013-04-01,1472.75,4,2013
2013-05-01,1410.25,5,2013
2013-06-01,1203.25,6,2013
2013-07-01,1331.5,7,2013
2013-08-01,1392.75,8,2013
2013-09-01,1335.75,9,2013
2013-10-01,1333.75,10,2013
2013-11-01,1245.25,11,2013
2013-12-01,1201.5,12,2013
2014-01-01,1246.5,1,2014
2014-02-01,1327.75,2,2014
2014-03-01,1294.0,3,2014
2014-04-01,1292.0,4,2014
2014-05-01,1254.0,5,2014
2014-06-01,1313.0,6,2014
2014-07-01,1295.0,7,2014
2014-08-01,1285.75,8,2014
2014-09-01,1210.0,9,2014
2014-10-01,1173.25,10,2014
2014-11-01,1184.5,11,2014
2014-12-01,1199.25,12,2014
2015-01-01,1263.5,1,2015
2015-02-01,1205.0,2,2015
2015-03-01,1179.25,3,2015
2015-04-01,1204.3,4,2015
2015-05-01,1189.8,5,2015
2015-06-01,1171.8,6,2015
2015-07-01,1095.1,7,2015
2015-08-01,1132.5,8,2015
2015-09-01,1115.2,9,2015
2015-10-01,1141.4,10,2015
2015-11-01,1065.3,11,2015
2015-12-01,1060.2,12,2015
2016-01-01,1116.4,1,2016
2016-02-01,1234.4,2,2016
2016-03-01,1235.6,3,2016
2016-04-01,1290.5,4,2016
2016-05-01,1217.5,5,2016
2016-06-01,1320.6,6,2016
2016-07-01,1357.5,7,2016
2016-08-01,1311.4,8,2016
2016-09-01,1317.1,9,2016
2016-10-01,1273.1,10,2016
2016-11-01,1173.9,11,2016
2016-12-01,1151.7,12,2016
2017-01-01,1211.4,1,2017
2017-02-01,1253.9,2,2017
2017-03-01,1251.2,3,2017
2017-04-01,1268.3,4,2017
2017-05-01,1275.4,5,2017
2017-06-01,1242.3,6,2017
2017-07-01,1273.4,7,2017
2017-08-01,1322.2,8,2017
2017-09-01,1284.8,9,2017
2017-10-01,1270.5,10,2017
2017-11-01,1282.15,11,2017
2017-12-01,1296.5,12,2017
2018-01-01,1343.35,1,2018
2018-02-01,1320.3,2,2018
2018-03-01,1323.9,3,2018
2018-04-01,1316.25,4,2018
2018-05-01,1303.5,5,2018
2018-06-01,1250.55,6,2018
2018-07-01,1219.2,7,2018
2018-08-01,1206.85,8,2018
2018-09-01,1183.5,9,2018
2018-10-01,1217.7,10,2018
2018-11-01,1220.45,11,2018
2018-12-01,1281.65,12,2018
2019-01-01,1322.5,1,2019
2019-02-01,1325.45,2,2019
2019-03-01,1291.15,3,2019
2019-04-01,1285.15,4,2019
2019-05-01,1296.0,5,2019
2019-06-01,1413.2,6,2019
2019-07-01,1430.55,7,2019
2019-08-01,1526.55,8,2019
2019-09-01,1487.6,9,2019
2019-10-01,1506.4,10,2019
2019-11-01,1456.35,11,2019
2019-12-01,1523.0,12,2019
2020-01-01,1580.85,1,2020
2020-02-01,1626.35,2,2020
2020-03-01,1604.65,3,2020
2020-04-01,1716.75,4,2020
2020-05-01,1725.65,5,2020
2020-06-01,1770.7,6,2020
2020-07-01,1971.68,7,2020
2020-08-01,1970.5,8,2020
2020-09-01,1893.9,9,2020
2020-10-01,1879.9,10,2020
2020-11-01,1779.86,11,2020
2020-12-01,1895.1,12,2020
2021-01-01,1849.7,1,2021
2021-02-01,1728.8,2,2021
2021-03-01,1715.24,3,2021
2021-04-01,1767.7,4,2021
2021-05-01,1904.74,5,2021
2021-06-01,1771.6,6,2021
2021-07-01,1814.12,7,2021
2021-08-01,1815.8,8,2021
2021-09-01,1756.66,9,2021
2021-10-01,1783.9,10,2021
2021-11-01,1775.92,11,2021
2021-12-01,1828.6,12,2021
2022-01-01,1796.12,1,2022
2022-02-01,1900.7,2,2022
2022-03-01,1953.04,3,2022
2022-04-01,1911.7,4,2022
2022-05-01,1847.26,5,2022
2022-06-01,1817.4548,6,2022
2022-07-01,1766.4309,7,2022
2022-08-01,1708.58,8,2022
2022-09-01,1660.8799,9,2022
2022-10-01,1632.38,10,2022
2022-11-01,1768.61,11,2022
2022-12-01,1824.3233,12,2022
2023-01-01,1928.1201,1,2023
2023-02-01,1826.7404,2,2023
2023-03-01,1969.5459,3,2023
2023-04-01,1990.6,4,2023
2023-05-01,1965.2,5,2023
2023-06-01,1919.5693,6,2023
2023-07-01,1964.3387,7,2023
2023-08-01,1939.8281,8,2023
2023-09-01,1848.4898,9,2023
2023-10-01,1984.0109,10,2023
2023-11-01,2044.8957,11,2023
2023-12-01,2062.9233,12,2023
2024-01-01,2039.1538,1,2024
2024-02-01,2044.1997,2,2024
2024-03-01,2231.5551,3,2024
2024-04-01,2285.9886,4,2024
2024-05-01,2327.2836,5,2024
2024-06-01,2326.7177,6,2024
2024-07-01,2409.6865,7,2024
2024-08-01,2503.3796,8,2024
2024-09-01,2664.4143,9,2024
2024-10-01,2746.7019,10,2024
2024-11-01,2651.247,11,2024
2024-12-01,2624.603,12,2024
2025-01-01,2798.1968,1,2025
2025-02-01,2876.208,2,2025
2025-03-01,3086.3435,3,2025
2025-04-01,3273.5046,4,2025
2025-05-01,3289.5548,5,2025
2025-06-01,3266.4101,6,2025
2025-07-01,3285.7772,7,2025
2025-08-01,3415.7672,8,2025
2025-09-01,3836.2342,9,2025
2025-10-01,4002.7699,10,2025
2025-11-01,4217.3637,11,2025
2025-12-01,4322.3617,12,2025
2026-01-01,4865.35,1,2026
2026-02-01,5277.89,2,2026
2026-03-01,4670.3486,3,2026
2026-04-01,4712.8906,4,2026
